Step,Wall Time,energy/usage
260000,1706306571.6890159,54.0
260097,1706306573.34575,90.0
260420,1706306574.348865,53.0
260745,1706306575.3518507,52.0
261000,1706306576.4442616,57.0
261323,1706306577.445057,52.0
261647,1706306578.446192,52.0
261971,1706306579.4475055,52.0
262145,1706306581.5177548,116.0
262475,1706306582.5183868,57.0
262797,1706306583.5188656,52.0
263020,1706306584.5216813,53.0
263342,1706306585.5229108,52.0
263664,1706306586.5247774,52.0
263987,1706306587.5258727,53.0
264193,1706306589.6706753,118.0
264541,1706306590.6723745,52.0
264886,1706306591.6729548,52.0
265132,1706306592.673587,52.0
265478,1706306593.6743672,52.0
265826,1706306594.675086,52.0
266074,1706306595.6760013,52.0
266241,1706306597.5976622,108.0
266564,1706306598.5996296,48.0
266887,1706306599.6016343,48.0
267113,1706306600.6044214,48.0
267435,1706306601.6045063,48.0
267754,1706306602.604865,48.0
268000,1706306603.6749694,52.0
268289,1706306606.0867786,127.0
268609,1706306607.0877664,52.0
268931,1706306608.0901546,52.0
269153,1706306609.0916736,52.0
269477,1706306610.0938025,52.0
269802,1706306611.0963433,52.0
270028,1706306612.099286,52.0
270337,1706306614.6759322,146.0
270660,1706306615.676567,52.0
270984,1706306616.6773229,52.0
271210,1706306617.6802905,52.0
271534,1706306618.681486,52.0
271857,1706306619.6816082,52.0
272083,1706306620.6822035,52.0
272385,1706306623.2342508,148.0
272707,1706306624.2350442,52.0
273000,1706306625.4427438,63.0
273324,1706306626.4449477,52.0
273648,1706306627.4453652,52.0
273972,1706306628.4467897,52.0
274197,1706306629.4485452,52.0
274433,1706306631.834504,135.0
274754,1706306632.8360934,52.0
275000,1706306633.8991296,56.0
275324,1706306634.9003015,52.0
275647,1706306635.901728,52.0
275971,1706306636.9025662,52.0
276197,1706306637.9051106,52.0
276481,1706306639.9858158,116.0
276833,1706306640.986984,52.0
277088,1706306641.9888601,52.0
277441,1706306642.9896898,52.0
277795,1706306643.9906845,52.0
278045,1706306644.9920106,52.0
278399,1706306645.9938061,52.0
278529,1706306647.8095417,102.0
278896,1706306648.80973,56.0
279165,1706306649.8121784,56.0
279519,1706306650.8142612,53.0
279873,1706306651.815248,52.0
280126,1706306652.8154159,53.0
280479,1706306653.8160663,52.0
280577,1706306655.529432,96.0
280931,1706306656.5319567,52.0
281186,1706306657.5340745,52.0
281541,1706306658.5369587,52.0
281895,1706306659.5393252,52.0
282149,1706306660.5393407,52.0
282503,1706306661.5407133,52.0
282625,1706306663.3206623,101.0
282975,1706306664.320966,52.0
283228,1706306665.323071,53.0
283580,1706306666.3236039,52.0
283932,1706306667.3236754,52.0
284185,1706306668.3259683,52.0
284537,1706306669.3283668,52.0
284673,1706306671.1482317,101.0
285000,1706306672.3869164,65.0
285347,1706306673.3873024,52.0
285696,1706306674.3893683,52.0
286000,1706306675.5561068,61.0
286347,1706306676.5575757,52.0
286696,1706306677.5601695,52.0
286721,1706306678.988203,80.0
287000,1706306680.0861754,58.0
287348,1706306681.087616,53.0
287699,1706306682.0902822,53.0
288000,1706306683.2317843,60.0
288351,1706306684.2325745,53.0
288702,1706306685.232859,53.0
288769,1706306686.7486439,86.0
289016,1706306687.750668,53.0
289364,1706306688.7532487,53.0
289712,1706306689.7560532,53.0
290000,1706306690.871801,59.0
290347,1706306691.8732176,53.0
290694,1706306692.8760219,53.0
290817,1706306694.4304318,90.0
291055,1706306695.4308908,56.0
291392,1706306696.431587,56.0
291728,1706306697.4320061,56.0
292000,1706306698.529007,61.0
292337,1706306699.5305955,56.0
292675,1706306700.531598,56.0
292865,1706306702.4194307,106.0
293120,1706306703.4204383,56.0
293478,1706306704.422527,56.0
293835,1706306705.4247286,56.0
294093,1706306706.4260423,56.0
294450,1706306707.4264314,56.0
294807,1706306708.4266605,56.0
294913,1706306710.0335174,95.0
295148,1706306711.034793,56.0
295482,1706306712.034848,56.0
295813,1706306713.037074,56.0
296050,1706306714.0392025,56.0
296388,1706306715.0406127,56.0
296722,1706306716.0426228,56.0
296961,1706306718.4311497,141.0
297198,1706306719.43385,56.0
297534,1706306720.434363,56.0
297868,1706306721.434977,56.0
298096,1706306722.4350333,55.0
298416,1706306723.4380143,53.0
298739,1706306724.440695,53.0
299000,1706306725.567912,60.0
299009,1706306726.783163,69.0
299350,1706306727.7844472,52.0
299696,1706306728.7869363,52.0
300000,1706306729.960854,62.0
300347,1706306730.9632244,52.0
300693,1706306731.9643047,52.0
301000,1706306733.1393135,62.0
301057,1706306734.633312,83.0
301402,1706306735.6347034,53.0
301748,1706306736.635655,52.0
302000,1706306737.6533616,53.0
302347,1706306738.6560743,53.0
302693,1706306739.6574275,53.0
303000,1706306740.832788,62.0
303105,1706306742.5082657,94.0
303448,1706306743.510911,60.0
303778,1706306744.5126922,56.0
304016,1706306745.5150933,56.0
304353,1706306746.5155575,56.0
304683,1706306747.5162241,54.0
305000,1706306748.8053133,68.0
305153,1706306750.9396584,122.0
305473,1706306751.941077,48.0
305793,1706306752.9428453,48.0
306015,1706306753.9431005,48.0
306338,1706306754.9459395,48.0
306660,1706306755.9478204,48.0
306981,1706306756.9496307,48.0
307201,1706306759.5800323,144.0
307521,1706306760.5804563,48.0
307843,1706306761.5813591,48.0
308065,1706306762.5843282,48.0
308387,1706306763.5872612,48.0
308704,1706306764.5885193,48.0
309000,1706306765.8135805,59.0
309249,1706306768.1469102,128.0
309577,1706306769.1492248,55.0
309901,1706306770.1493165,52.0
310123,1706306771.150183,53.0
310444,1706306772.1503756,53.0
310766,1706306773.151039,53.0
311000,1706306774.1833742,54.0
311297,1706306776.7045057,142.0
311649,1706306777.706972,52.0
311999,1706306778.7074168,52.0
312251,1706306779.7081296,52.0
312604,1706306780.7105095,52.0
312956,1706306781.7105303,52.0
313209,1706306782.71195,53.0
313345,1706306784.5404563,100.0
313694,1706306785.5423303,52.0
314000,1706306786.6971478,60.0
314353,1706306787.6985984,52.0
314703,1706306788.6993988,52.0
315000,1706306789.8325841,59.0
315353,1706306790.8344858,52.0
315393,1706306792.3872683,87.0
315745,1706306793.388256,53.0
316000,1706306794.395251,53.0
316353,1706306795.397626,53.0
316706,1706306796.3988693,53.0
317000,1706306797.513371,59.0
317354,1706306798.5149386,53.0
317441,1706306800.205411,94.0
317793,1706306801.2076814,52.0
318045,1706306802.2090378,53.0
318397,1706306803.211069,52.0
318749,1706306804.212297,52.0
319003,1706306805.2147303,53.0
319356,1706306806.2156322,52.0
319489,1706306808.030591,101.0
319856,1706306809.0319595,55.0
320122,1706306810.03243,55.0
320489,1706306811.0324516,55.0
320837,1706306812.0343266,49.0
321086,1706306813.0348825,49.0
321437,1706306814.0375793,48.0
321537,1706306815.7700906,92.0
321885,1706306816.770473,48.0
322136,1706306817.7731845,48.0
322487,1706306818.7760327,48.0
322837,1706306819.7773616,48.0
323087,1706306820.7791114,48.0
323438,1706306821.78076,48.0
323585,1706306823.6402562,100.0
323933,1706306824.6402693,48.0
324183,1706306825.640555,48.0
324533,1706306826.6407142,48.0
324882,1706306827.6409972,48.0
325134,1706306828.6429548,48.0
325484,1706306829.6442184,48.0
325633,1706306831.5097632,97.0
325982,1706306832.5101652,52.0
326235,1706306833.5107093,52.0
326589,1706306834.5134842,52.0
326942,1706306835.5149624,52.0
327196,1706306836.5159557,52.0
327548,1706306837.5163212,52.0
327681,1706306839.3368835,103.0
328000,1706306840.5281346,63.0
328353,1706306841.5311038,52.0
328704,1706306842.5332665,53.0
329000,1706306843.6640363,59.0
329352,1706306844.6656313,52.0
329704,1706306845.6670887,52.0
329729,1706306847.1759527,86.0
330000,1706306848.1941361,57.0
330366,1706306849.1963181,56.0
330732,1706306850.1977289,56.0
331000,1706306851.2010722,56.0
331365,1706306852.2031746,56.0
331731,1706306853.203879,56.0
331777,1706306854.7682483,92.0
332042,1706306855.769593,55.0
332409,1706306856.770795,56.0
332775,1706306857.771897,56.0
333042,1706306858.772916,56.0
333408,1706306859.7750688,56.0
333775,1706306860.7768123,55.0
333825,1706306862.3522317,91.0
334070,1706306863.352964,53.0
334422,1706306864.3541868,52.0
334774,1706306865.356629,52.0
335027,1706306866.358897,52.0
335379,1706306867.3589847,52.0
335731,1706306868.360078,52.0
335873,1706306870.2036648,101.0
336141,1706306871.2054155,56.0
336508,1706306872.2057922,56.0
336876,1706306873.2058372,56.0
337146,1706306874.2081845,56.0
337515,1706306875.2086668,56.0
337883,1706306876.210713,56.0
337921,1706306877.7551463,93.0
338189,1706306878.755553,59.0
338557,1706306879.7562995,59.0
338927,1706306880.7584825,59.0
339197,1706306881.7597606,59.0
339565,1706306882.760236,59.0
339934,1706306883.7613933,59.0
339969,1706306885.2995546,92.0
340239,1706306886.3019266,59.0
340608,1706306887.3032138,59.0
340978,1706306888.3057585,59.0
341241,1706306889.3066225,58.0
341592,1706306890.30757,52.0
341943,1706306891.3085492,52.0
342017,1706306893.2557778,108.0
342369,1706306894.2575858,52.0
342721,1706306895.2602394,52.0
343000,1706306896.336252,56.0
343352,1706306897.3373964,52.0
343704,1706306898.3385854,52.0
344000,1706306899.4627986,59.0
344065,1706306901.0932732,90.0
344428,1706306902.094314,56.0
344793,1706306903.0945895,56.0
345054,1706306904.0952005,56.0
345415,1706306905.097427,56.0
345776,1706306906.0989556,56.0
346037,1706306907.0997286,56.0
346113,1706306908.7580256,100.0
346470,1706306909.7600024,55.0
346822,1706306910.7603734,52.0
347074,1706306911.7631369,52.0
347425,1706306912.7633893,53.0
347778,1706306913.765565,52.0
348031,1706306914.7672522,52.0
348161,1706306916.5806363,102.0
348512,1706306917.58251,53.0
348864,1706306918.5838478,52.0
349116,1706306919.585289,53.0
349467,1706306920.5866227,53.0
349819,1706306921.588875,53.0
350071,1706306922.590848,53.0
350209,1706306924.4162202,102.0
350569,1706306925.4173007,56.0
350930,1706306926.4197567,56.0
351191,1706306927.4205995,56.0
351551,1706306928.4218094,56.0
351912,1706306929.4233036,56.0
352164,1706306930.4255056,53.0
352257,1706306932.146982,96.0
352621,1706306933.14774,56.0
352987,1706306934.1496947,56.0
353253,1706306935.1520295,56.0
353602,1706306936.1549513,53.0
353953,1706306937.1562512,52.0
354205,1706306938.1578996,53.0
354305,1706306939.8967266,97.0
354655,1706306940.8973699,52.0
355000,1706306942.1639628,67.0
355352,1706306943.1658971,52.0
355703,1706306944.1661801,52.0
356000,1706306945.2930834,59.0
356352,1706306946.2945187,52.0
356353,1706306947.7493918,83.0
356703,1706306948.7505531,52.0
357000,1706306949.8774204,59.0
357352,1706306950.877659,52.0
357705,1706306951.8802147,52.0
358000,1706306953.0030503,59.0
358352,1706306954.0054958,52.0
358401,1706306955.601218,90.0
358749,1706306956.6026103,52.0
359002,1706306957.6048126,53.0
359354,1706306958.6052542,52.0
359706,1706306959.6067786,52.0
360000,1706306960.7227445,58.0
360353,1706306961.7255988,53.0
360449,1706306963.4515357,96.0
360800,1706306964.4526968,52.0
361053,1706306965.4542909,52.0
361405,1706306966.4544237,52.0
361755,1706306967.4557033,52.0
362007,1706306968.4566355,52.0
362359,1706306969.4580944,52.0
362497,1706306971.3076518,103.0
362848,1706306972.3094685,53.0
363101,1706306973.3119924,53.0
363452,1706306974.3125885,52.0
363804,1706306975.3143294,52.0
364057,1706306976.315243,53.0
364410,1706306977.3165748,52.0
364545,1706306979.1581175,101.0
364896,1706306980.160688,52.0
365149,1706306981.1626303,52.0
365500,1706306982.1637597,52.0
365853,1706306983.166515,53.0
366105,1706306984.1670952,52.0
366457,1706306985.1671278,52.0
366593,1706306987.0097406,102.0
366941,1706306988.0112383,52.0
367193,1706306989.012409,52.0
367544,1706306990.0126932,52.0
367895,1706306991.0140886,52.0
368148,1706306992.0165322,52.0
368500,1706306993.0183241,53.0
368641,1706306994.8791893,104.0
368991,1706306995.879543,52.0
369244,1706306996.8814836,53.0
369596,1706306997.8827288,53.0
369948,1706306998.883016,52.0
370201,1706306999.8850646,53.0
370553,1706307000.886618,52.0
370689,1706307002.7356987,104.0
371000,1706307003.9054582,62.0
371352,1706307004.907377,53.0
371703,1706307005.9084554,53.0
372000,1706307007.0358953,59.0
372349,1706307008.0366738,53.0
372700,1706307009.03719,53.0
372737,1706307010.6026754,88.0
373000,1706307011.640614,55.0
373352,1706307012.643288,53.0
373704,1706307013.6447842,53.0
374000,1706307014.7691245,59.0
374351,1706307015.7698162,52.0
374703,1706307016.772114,53.0
374785,1706307018.4693017,97.0
375036,1706307019.470713,53.0
375387,1706307020.4726202,53.0
375738,1706307021.4732943,52.0
376000,1706307022.5040667,54.0
376352,1706307023.5048614,52.0
376703,1706307024.506286,52.0
376833,1706307026.3426895,102.0
377098,1706307027.344691,56.0
377463,1706307028.346296,56.0
377814,1706307029.3490462,49.0
378063,1706307030.348963,48.0
378413,1706307031.3505483,48.0
378762,1706307032.3534427,48.0
378881,1706307034.159611,97.0
379131,1706307035.1621678,48.0
379481,1706307036.1648126,48.0
379830,1706307037.1649141,48.0
380081,1706307038.1665812,48.0
380432,1706307039.168756,48.0
380782,1706307040.1701212,48.0
380929,1706307042.0496807,99.0
381193,1706307043.0507262,56.0
381559,1706307044.0513825,56.0
381924,1706307045.0516028,56.0
382191,1706307046.0521603,56.0
382558,1706307047.054224,56.0
382923,1706307048.0556173,56.0
382977,1706307049.667788,96.0
383241,1706307050.6684084,56.0
383607,1706307051.6710088,56.0
383972,1706307052.6734047,56.0
384239,1706307053.6750646,56.0
384605,1706307054.6762252,56.0
384971,1706307055.678873,56.0
385025,1706307057.5667274,110.0
385391,1706307058.569208,56.0
385757,1706307059.5704148,56.0
386023,1706307060.5721283,56.0
386389,1706307061.5729406,56.0
386754,1706307062.5748255,56.0
387020,1706307063.5756016,56.0
387073,1706307065.1908174,95.0
387438,1706307066.1919298,56.0
387805,1706307067.193897,56.0
388071,1706307068.1947503,56.0
388438,1706307069.1972382,56.0
388796,1706307070.1979957,54.0
389044,1706307071.198971,52.0
389121,1706307072.8897662,95.0
389471,1706307073.8902752,52.0
389823,1706307074.892293,53.0
390075,1706307075.8939226,53.0
390427,1706307076.895117,52.0
390779,1706307077.8954268,53.0
391031,1706307078.896583,52.0
391169,1706307080.7590141,104.0
391521,1706307081.7609546,52.0
391873,1706307082.7623742,53.0
392125,1706307083.7630687,52.0
392477,1706307084.764086,52.0
392830,1706307085.7660623,52.0
393084,1706307086.7679026,53.0
393217,1706307088.619897,104.0
393568,1706307089.620018,52.0
393920,1706307090.6223006,53.0
394171,1706307091.622759,53.0
394523,1706307092.6242766,53.0
394875,1706307093.625212,52.0
395127,1706307094.6260374,52.0
395265,1706307096.494994,105.0
395617,1706307097.4975467,52.0
395969,1706307098.4996579,52.0
396222,1706307099.5009248,52.0
396573,1706307100.5010116,52.0
396925,1706307101.5024226,52.0
397178,1706307102.5051076,53.0
397313,1706307104.3667867,105.0
397664,1706307105.3680706,52.0
398000,1706307106.604656,65.0
398352,1706307107.6055176,52.0
398704,1706307108.605542,52.0
399000,1706307109.7279875,59.0
399351,1706307110.7284904,52.0
399361,1706307112.2393963,86.0
399709,1706307113.2417946,48.0
400000,1706307114.3661954,54.0
400350,1706307115.3688762,48.0
400700,1706307116.3702116,48.0
401000,1706307117.5138369,55.0
401350,1706307118.515209,48.0
401409,1706307120.1667867,92.0
401760,1706307121.1672075,52.0
402013,1706307122.1697466,53.0
402366,1706307123.172345,52.0
402719,1706307124.1743104,52.0
403000,1706307125.2552345,56.0
403352,1706307126.2581518,52.0
403457,1706307128.0381525,101.0
403809,1706307129.039975,52.0
404061,1706307130.0406842,52.0
404413,1706307131.0415797,52.0
404764,1706307132.0430198,52.0
405017,1706307133.0449166,53.0
405370,1706307134.0460184,52.0
405505,1706307135.9255233,105.0
405853,1706307136.9255114,48.0
406104,1706307137.9278576,48.0
406455,1706307138.9306705,48.0
406806,1706307139.9317803,48.0
407058,1706307140.9334197,48.0
407409,1706307141.9351375,48.0
407553,1706307143.8355794,102.0
407902,1706307144.8371031,48.0
408152,1706307145.837662,48.0
408502,1706307146.8378625,48.0
408851,1706307147.8391824,48.0
409097,1706307148.8417618,48.0
409446,1706307149.8430974,48.0
409601,1706307151.771722,100.0
409948,1706307152.7723165,48.0
410198,1706307153.773338,48.0
410548,1706307154.776176,48.0
410897,1706307155.7762976,48.0
411148,1706307156.7788358,48.0
411498,1706307157.7802503,48.0
411649,1706307159.6926622,100.0
412000,1706307160.976224,67.0
412348,1706307161.977096,52.0
412699,1706307162.9792843,53.0
413000,1706307164.1228578,60.0
413352,1706307165.1234457,52.0
413697,1706307167.584379,135.0
414000,1706307168.7353213,61.0
414347,1706307169.7368555,53.0
414698,1706307170.7371964,53.0
415000,1706307171.884061,61.0
415351,1706307172.8851624,53.0
415704,1706307173.8875577,53.0
415745,1706307175.4939387,91.0
416000,1706307176.5148082,54.0
416349,1706307177.5154455,52.0
416701,1706307178.5166535,52.0
417000,1706307179.6494522,59.0
417352,1706307180.6496477,52.0
417704,1706307181.6523294,53.0
417793,1706307183.3942623,97.0
418045,1706307184.3951614,52.0
418397,1706307185.3970847,52.0
418750,1706307186.3998294,53.0
419003,1706307187.40138,52.0
419355,1706307188.4016123,52.0
419708,1706307189.4041736,52.0
419841,1706307191.2753541,104.0
420093,1706307192.2758129,53.0
420445,1706307193.276154,52.0
420798,1706307194.2769356,52.0
421052,1706307195.2783995,52.0
421405,1706307196.280125,53.0
421756,1706307197.2803757,52.0
421889,1706307199.150698,104.0
422142,1706307200.1534984,52.0
422495,1706307201.1541905,53.0
422847,1706307202.1555266,52.0
423100,1706307203.156712,53.0
423453,1706307204.158637,52.0
423806,1706307205.1590643,52.0
423937,1706307207.020416,102.0
424190,1706307208.0230541,52.0
424542,1706307209.023356,52.0
424894,1706307210.0239685,52.0
425147,1706307211.0258467,52.0
425500,1706307212.025874,52.0
425852,1706307213.0268047,52.0
425985,1706307214.8991125,105.0
426237,1706307215.8994777,52.0
426590,1706307216.900807,52.0
426943,1706307217.9021823,53.0
427196,1706307218.9024413,52.0
427546,1706307219.9031699,52.0
427898,1706307220.9043067,52.0
428033,1706307223.0725095,120.0
428385,1706307224.0745118,52.0
428738,1706307225.076423,52.0
429000,1706307226.1043944,54.0
429353,1706307227.1053991,52.0
429706,1706307228.1068778,52.0
430000,1706307229.2217524,58.0
430081,1706307230.955781,97.0
430433,1706307231.9584928,52.0
430785,1706307232.9590168,52.0
431039,1706307233.9611843,52.0
431392,1706307234.962145,53.0
431745,1706307235.962629,52.0
432000,1706307236.9669912,53.0
432129,1706307238.838804,106.0
432480,1706307239.841299,53.0
432833,1706307240.8432806,53.0
433086,1706307241.8442187,53.0
433438,1706307242.8444417,53.0
433790,1706307243.844811,53.0
434044,1706307244.8459685,53.0
434177,1706307246.722519,105.0
434530,1706307247.7247593,53.0
434880,1706307248.726407,53.0
435133,1706307249.728194,53.0
435485,1706307250.729753,53.0
435837,1706307251.731727,53.0
436089,1706307252.734133,53.0
436225,1706307254.623585,106.0
436576,1706307255.62369,53.0
436928,1706307256.62483,53.0
437181,1706307257.6276183,53.0
437532,1706307258.628241,53.0
437882,1706307259.6301963,53.0
438134,1706307260.6320329,53.0
438273,1706307262.538628,107.0
438623,1706307263.5395017,53.0
438974,1706307264.5409172,53.0
439227,1706307265.5435255,53.0
439580,1706307266.5445588,53.0
439933,1706307267.5460007,53.0
440186,1706307268.5474102,53.0
440321,1706307270.4364612,103.0
440673,1706307271.4375339,52.0
441000,1706307272.6505482,64.0
441352,1706307273.651427,52.0
441705,1706307274.6539495,52.0
442000,1706307275.7747822,59.0
442352,1706307276.775049,52.0
442369,1706307278.3401744,89.0
442721,1706307279.3407888,52.0
443000,1706307280.4146712,56.0
443352,1706307281.4148183,52.0
443705,1706307282.4163249,53.0
444000,1706307283.5347736,59.0
444353,1706307284.537199,52.0
444417,1706307286.231271,96.0
444769,1706307287.2328694,53.0
445021,1706307288.2336025,52.0
445373,1706307289.2338645,52.0
445726,1706307290.2361608,52.0
446000,1706307291.2974627,56.0
446352,1706307292.2980337,52.0
446465,1706307294.1275332,102.0
446818,1706307295.1289268,52.0
447071,1706307296.130997,52.0
447424,1706307297.1311052,52.0
447777,1706307298.131681,52.0
448031,1706307299.1338298,52.0
448384,1706307300.1355963,52.0
448513,1706307302.0144596,107.0
448880,1706307303.0163996,56.0
449148,1706307304.0171218,56.0
449502,1706307305.0192049,53.0
449853,1706307306.02104,52.0
450102,1706307307.0209792,52.0
450454,1706307308.0210161,52.0
450561,1706307309.8438025,102.0
450913,1706307310.8443038,52.0
451165,1706307311.845005,52.0
451517,1706307312.8468127,52.0
451870,1706307313.8496056,52.0
452124,1706307314.8513055,52.0
452477,1706307315.851494,52.0
452609,1706307317.7470462,109.0
452962,1706307318.7481053,52.0
453215,1706307319.748386,52.0
453569,1706307320.7502317,52.0
453922,1706307321.7513525,52.0
454175,1706307322.7528381,52.0
454528,1706307323.7551105,52.0
454657,1706307325.6401014,106.0
455000,1706307326.9015975,66.0
455350,1706307327.902436,52.0
455702,1706307328.9027617,52.0
456000,1706307330.0311308,59.0
456353,1706307331.031695,52.0
456705,1706307333.545892,134.0
457000,1706307334.6667368,59.0
457353,1706307335.6675024,52.0
457706,1706307336.670078,52.0
458000,1706307337.7850883,58.0
458352,1706307338.785942,52.0
458705,1706307339.7887383,53.0
458753,1706307341.4397125,95.0
459005,1706307342.4401999,52.0
459358,1706307343.4427505,52.0
459710,1706307344.444237,52.0
460000,1706307345.550525,58.0
460352,1706307346.5511885,52.0
460704,1706307347.5513008,52.0
460801,1706307349.3515263,100.0
461053,1706307350.3516524,52.0
461406,1706307351.353442,52.0
461758,1706307352.355918,53.0
462011,1706307353.356898,52.0
462364,1706307354.359458,52.0
462717,1706307355.3605692,52.0
462849,1706307357.254839,105.0
463101,1706307358.256649,52.0
463453,1706307359.2581055,52.0
463805,1706307360.260827,52.0
464058,1706307361.2623403,53.0
464409,1706307362.2624657,52.0
464762,1706307363.2644653,52.0
464897,1706307365.170042,106.0
465148,1706307366.1707437,53.0
465501,1706307367.1729476,52.0
465852,1706307368.173253,52.0
466105,1706307369.17335,52.0
466455,1706307370.174024,52.0
466807,1706307371.1740441,52.0
466945,1706307373.0934796,108.0
467198,1706307374.0955365,52.0
467551,1706307375.0976136,52.0
467904,1706307376.0988529,52.0
468157,1706307377.1001315,52.0
468510,1706307378.1020422,52.0
468863,1706307379.104282,52.0
468993,1706307380.9983606,105.0
469245,1706307381.9986403,52.0
469597,1706307382.9989033,52.0
469950,1706307383.9994764,52.0
470204,1706307385.002176,52.0
470558,1706307386.0049393,52.0
470911,1706307387.0068414,52.0
471041,1706307389.1820977,121.0
471392,1706307390.1850586,52.0
471745,1706307391.1861694,52.0
472000,1706307392.1968582,53.0
472353,1706307393.1990786,52.0
472706,1706307394.200785,52.0
473000,1706307395.3175056,58.0
473089,1706307397.091203,98.0
473441,1706307398.0918436,52.0
473794,1706307399.0925684,52.0
474047,1706307400.0935805,52.0
474400,1706307401.0955489,52.0
474753,1706307402.0983343,52.0
475006,1706307403.0994155,52.0
475137,1706307404.9984732,105.0
475490,1706307406.000405,52.0
475843,1706307407.0013943,52.0
476097,1706307408.003709,52.0
476450,1706307409.005491,52.0
476803,1706307410.0056262,52.0
477055,1706307411.0068805,52.0
477185,1706307412.9112682,114.0
477553,1706307413.9127517,56.0
477922,1706307414.9145,56.0
478189,1706307415.916969,56.0
478558,1706307416.9171522,56.0
478928,1706307417.9176157,56.0
479198,1706307418.9192579,56.0
479233,1706307420.4320152,90.0
479570,1706307421.43443,56.0
479908,1706307422.4364004,56.0
480149,1706307423.4380639,56.0
480488,1706307424.4381192,56.0
480827,1706307425.438609,56.0
481068,1706307426.4414802,56.0
481281,1706307428.7914448,140.0
481621,1706307429.79374,56.0
481960,1706307430.7948961,56.0
482200,1706307431.7960033,56.0
482534,1706307432.7984753,55.0
482858,1706307433.8007429,48.0
483081,1706307434.8030653,48.0
483329,1706307437.2790112,135.0
483653,1706307438.2819054,53.0
483977,1706307439.2819374,53.0
484203,1706307440.2835872,53.0
484527,1706307441.2837486,52.0
484850,1706307442.2847266,53.0
485077,1706307443.2854962,53.0
485377,1706307445.9193683,146.0
485701,1706307446.9202275,52.0
486000,1706307448.1462133,64.0
486324,1706307449.1464176,52.0
486648,1706307450.1465204,52.0
486973,1706307451.1477354,53.0
487198,1706307452.1485028,53.0
487425,1706307454.5797162,137.0
487747,1706307455.5797608,52.0
488000,1706307456.670614,57.0
488323,1706307457.6713576,52.0
488646,1706307458.671998,52.0
488971,1706307459.6748528,52.0
489198,1706307460.6775851,52.0
489473,1706307463.2126558,145.0
489822,1706307464.2135472,49.0
490075,1706307465.2150393,48.0
490428,1706307466.2158437,48.0
490781,1706307467.2175093,48.0
491035,1706307468.2192457,48.0
491387,1706307469.220918,48.0
491521,1706307471.15674,104.0
491871,1706307472.157337,52.0
492122,1706307473.1585789,52.0
492475,1706307474.1587746,52.0
492828,1706307475.159423,52.0
493082,1706307476.1595004,52.0
493436,1706307477.160859,52.0
493569,1706307479.0728695,108.0
493922,1706307480.0730627,52.0
494176,1706307481.0752943,52.0
494530,1706307482.0770924,52.0
494885,1706307483.0796652,52.0
495140,1706307484.0822523,52.0
495495,1706307485.0844586,52.0
495617,1706307486.9565256,106.0
495940,1706307487.9596663,53.0
496166,1706307488.9607015,52.0
496491,1706307489.9629884,52.0
496816,1706307490.964791,52.0
497043,1706307491.9670935,52.0
497366,1706307492.9686477,52.0
497665,1706307495.4439738,137.0
497988,1706307496.4465907,52.0
498211,1706307497.4492764,52.0
498535,1706307498.4506674,52.0
498859,1706307499.4535177,52.0
499085,1706307500.4547477,52.0
499409,1706307501.455021,52.0
499713,1706307503.6711562,123.0
500000,1706307504.7789302,58.0
500350,1706307505.7801638,52.0
500700,1706307506.7818978,52.0
501000,1706307507.9235678,60.0
501351,1706307508.9257236,52.0
501702,1706307509.9282815,52.0
501761,1706307511.4090598,85.0
502000,1706307512.4553611,55.0
502325,1706307513.4578447,52.0
502650,1706307514.4594984,52.0
502975,1706307515.4621813,52.0
503202,1706307516.4641428,52.0
503525,1706307517.4649088,52.0
503809,1706307519.8423307,132.0
504057,1706307520.8428838,52.0
504408,1706307521.844585,52.0
504757,1706307522.8468184,53.0
505007,1706307523.8480542,52.0
505358,1706307524.8494353,52.0
505709,1706307525.8516428,52.0
505857,1706307527.7471752,106.0
506107,1706307528.7491276,52.0
506458,1706307529.7507656,52.0
506809,1706307530.752189,52.0
507060,1706307531.753696,52.0
507410,1706307532.7545135,52.0
507761,1706307533.755273,52.0
507905,1706307535.6009827,103.0
508155,1706307536.6021473,52.0
508505,1706307537.6021364,52.0
508855,1706307538.6023293,52.0
509106,1706307539.6026046,52.0
509457,1706307540.6045113,52.0
509808,1706307541.606688,52.0
509953,1706307543.5147274,107.0
510201,1706307544.5174356,53.0
510552,1706307545.5199652,53.0
510900,1706307546.5210283,52.0
511150,1706307547.5228229,53.0
511496,1706307548.5252552,53.0
511845,1706307549.5266833,53.0
512001,1706307551.823193,131.0
512323,1706307552.8255892,53.0
512646,1706307553.8261616,53.0
512969,1706307554.8277073,53.0
513192,1706307555.827826,53.0
513516,1706307556.8288803,53.0
513841,1706307557.8307736,53.0
514049,1706307560.492198,148.0
514373,1706307561.493933,53.0
514697,1706307562.495432,53.0
515000,1706307563.735197,65.0
515324,1706307564.7359006,53.0
515648,1706307565.7370696,53.0
515973,1706307566.7399204,53.0
516097,1706307569.1832945,136.0
516420,1706307570.184178,53.0
516740,1706307571.185845,50.0
517000,1706307572.3109932,54.0
517322,1706307573.3123462,48.0
517645,1706307574.3148806,48.0
517968,1706307575.317314,48.0
518145,1706307577.8268445,131.0
518467,1706307578.8273957,48.0
518790,1706307579.8288715,48.0
519015,1706307580.8297367,48.0
519338,1706307581.8326993,48.0
