Step,Wall Time,energy/usage
779114,1706308604.1689274,52.0
779440,1706308605.1707478,52.0
779766,1706308606.1734147,52.0
780000,1706308607.1943781,54.0
780289,1706308609.438918,125.0
780613,1706308610.44176,54.0
780938,1706308611.4421647,52.0
781164,1706308612.442942,52.0
781489,1706308613.4444957,52.0
781814,1706308614.4449432,52.0
782041,1706308615.445706,52.0
782337,1706308617.7122633,126.0
782659,1706308618.714493,54.0
782983,1706308619.7153163,52.0
783206,1706308620.7177,52.0
783531,1706308621.719151,52.0
783855,1706308622.7199373,53.0
784082,1706308623.7228491,52.0
784385,1706308626.4273813,154.0
784710,1706308627.4295654,52.0
785000,1706308628.6276424,63.0
785325,1706308629.630267,52.0
785650,1706308630.632277,53.0
785975,1706308631.6350422,53.0
786201,1706308632.636959,53.0
786433,1706308634.8850489,127.0
786781,1706308635.8873196,59.0
787006,1706308636.8887243,53.0
787331,1706308637.8891757,52.0
787657,1706308638.8922489,52.0
787982,1706308639.8932147,52.0
788208,1706308640.895793,52.0
788481,1706308643.1947389,130.0
788826,1706308644.1974936,52.0
789071,1706308645.1990776,52.0
789417,1706308646.1994953,52.0
789763,1706308647.1999485,52.0
790010,1706308648.2014437,52.0
790356,1706308649.2016969,52.0
790529,1706308651.0160582,102.0
790874,1706308652.01872,52.0
791119,1706308653.0212996,52.0
791466,1706308654.0222745,52.0
791813,1706308655.0229483,52.0
792061,1706308656.0253913,52.0
792409,1706308657.0281656,52.0
792577,1706308658.8961077,104.0
792931,1706308659.8979304,52.0
793186,1706308660.899402,52.0
793541,1706308661.8997629,52.0
793896,1706308662.9020665,53.0
794151,1706308663.9032238,52.0
794506,1706308664.904902,52.0
794625,1706308666.8312106,106.0
794979,1706308667.833848,53.0
795234,1706308668.8341434,52.0
795589,1706308669.8359952,52.0
795944,1706308670.8374913,52.0
796198,1706308671.8397563,52.0
796551,1706308672.8423796,53.0
796673,1706308674.6612384,103.0
797000,1706308675.887899,65.0
797350,1706308676.8892856,53.0
797700,1706308677.89192,53.0
798000,1706308679.0372195,60.0
798350,1706308680.0398016,53.0
798700,1706308681.0415306,53.0
798721,1706308682.6453567,90.0
799000,1706308683.7352848,57.0
799349,1706308684.735897,53.0
799698,1706308685.736698,53.0
800000,1706308686.889206,61.0
800348,1706308687.889558,53.0
800697,1706308688.8902822,53.0
800769,1706308690.620404,96.0
801018,1706308691.620838,52.0
801366,1706308692.6211798,52.0
801712,1706308693.6244788,52.0
802000,1706308694.7414744,58.0
802347,1706308695.7435522,52.0
802696,1706308696.745366,52.0
802817,1706308698.674597,109.0
803041,1706308699.6769052,52.0
803365,1706308700.678641,52.0
803689,1706308701.680401,52.0
804000,1706308702.9460936,66.0
804324,1706308703.9462607,52.0
804649,1706308704.9474876,52.0
804865,1706308707.3992388,140.0
805090,1706308708.4004576,52.0
805414,1706308709.4007006,52.0
805738,1706308710.4013426,52.0
806000,1706308711.5127888,58.0
806324,1706308712.5129597,53.0
806648,1706308713.513201,52.0
806913,1706308716.1800454,152.0
807165,1706308717.180669,56.0
807517,1706308718.1836128,55.0
807862,1706308719.185199,52.0
808108,1706308720.1852174,52.0
808453,1706308721.1882982,53.0
808801,1706308722.1909845,53.0
808961,1706308724.2650588,116.0
809208,1706308725.2662108,52.0
809556,1706308726.266648,52.0
809905,1706308727.2692723,52.0
810154,1706308728.2708602,53.0
810503,1706308729.2721167,52.0
810852,1706308730.2736516,52.0
811009,1706308732.6257057,132.0
811357,1706308733.6277523,52.0
811705,1706308734.628484,52.0
812000,1706308735.764734,59.0
812348,1706308736.7651932,52.0
812697,1706308737.7677448,52.0
813000,1706308738.9243927,61.0
813057,1706308740.7169278,102.0
813404,1706308741.7178783,52.0
813751,1706308742.7183275,53.0
814000,1706308743.7298665,53.0
814348,1706308744.7317333,52.0
814695,1706308745.7337463,52.0
815000,1706308746.8982656,61.0
815105,1706308748.5319893,93.0
815430,1706308749.5349374,52.0
815754,1706308750.5357811,52.0
816000,1706308751.6079824,56.0
816323,1706308752.6111672,53.0
816648,1706308753.612427,52.0
816973,1706308754.613397,52.0
817153,1706308756.915612,129.0
817507,1706308757.917776,53.0
817861,1706308758.918437,52.0
818115,1706308759.9184399,52.0
818470,1706308760.9203875,52.0
818824,1706308761.9205143,52.0
819079,1706308762.9229558,53.0
819201,1706308764.8669505,108.0
819556,1706308765.8693783,52.0
819911,1706308766.8702567,52.0
820166,1706308767.872948,52.0
820521,1706308768.8745995,52.0
820876,1706308769.8766618,52.0
821131,1706308770.8777761,52.0
821249,1706308772.8450713,112.0
821570,1706308773.8451636,52.0
821894,1706308774.8461618,52.0
822119,1706308775.8480728,53.0
822442,1706308776.8507886,52.0
822766,1706308777.8518505,53.0
823000,1706308778.8861136,54.0
823297,1706308781.2574818,132.0
823620,1706308782.259867,53.0
823944,1706308783.260874,53.0
824170,1706308784.2639143,53.0
824495,1706308785.2661395,53.0
824820,1706308786.2692127,53.0
825046,1706308787.271532,53.0
825345,1706308789.5404472,126.0
825692,1706308790.5405712,59.0
826000,1706308791.7480285,69.0
826324,1706308792.7494018,53.0
826649,1706308793.7516043,53.0
826974,1706308794.7521164,53.0
827201,1706308795.753707,53.0
827393,1706308797.691774,110.0
827739,1706308798.6941197,59.0
828000,1706308799.7723331,61.0
828322,1706308800.7753196,53.0
828645,1706308801.7764914,53.0
828969,1706308802.7768707,53.0
829194,1706308803.7776537,53.0
829441,1706308805.9585743,122.0
829790,1706308806.9612203,53.0
830041,1706308807.9637165,53.0
830392,1706308808.9643857,53.0
830743,1706308809.9656105,53.0
831000,1706308810.982282,54.0
831349,1706308811.9827461,53.0
831489,1706308813.8500376,106.0
831814,1706308814.8522558,53.0
832041,1706308815.854412,53.0
832366,1706308816.8549268,52.0
832691,1706308817.8552277,53.0
833000,1706308819.109957,66.0
833325,1706308820.1117501,52.0
833537,1706308822.4840522,134.0
833860,1706308823.486607,52.0
834086,1706308824.4890547,52.0
834409,1706308825.4899569,52.0
834730,1706308826.4900618,52.0
835000,1706308827.6303208,60.0
835325,1706308828.63303,52.0
835585,1706308830.887927,126.0
835934,1706308831.8901424,53.0
836183,1706308832.8917828,53.0
836532,1706308833.8918798,52.0
836881,1706308834.8925478,52.0
837131,1706308835.8946543,52.0
837480,1706308836.8965516,52.0
837633,1706308838.9684234,115.0
837957,1706308839.9684615,52.0
838183,1706308840.9685984,52.0
838508,1706308841.970866,52.0
838832,1706308842.9725876,52.0
839058,1706308843.9726331,52.0
839383,1706308844.9743915,52.0
839681,1706308847.2348452,126.0
840000,1706308848.5167377,70.0
840325,1706308849.5172012,52.0
840647,1706308850.5189965,52.0
840972,1706308851.5202246,52.0
841197,1706308852.5212688,52.0
841520,1706308853.5219586,52.0
841729,1706308855.6039968,116.0
842000,1706308856.7463741,60.0
842325,1706308857.749385,52.0
842650,1706308858.7510667,52.0
842974,1706308859.7514853,52.0
843201,1706308860.7537255,53.0
843526,1706308861.7557251,52.0
843777,1706308863.8889875,119.0
844010,1706308864.8893473,56.0
844335,1706308865.891569,52.0
844659,1706308866.8919623,52.0
844984,1706308867.8946853,52.0
845211,1706308868.895613,52.0
845536,1706308869.897127,52.0
845825,1706308872.1840692,128.0
846049,1706308873.1853318,52.0
846374,1706308874.1873248,52.0
846699,1706308875.1890423,52.0
847000,1706308876.4189136,65.0
847324,1706308877.41994,53.0
847647,1706308878.4205623,52.0
847873,1706308880.6598232,124.0
848122,1706308881.6615524,53.0
848470,1706308882.6616464,53.0
848818,1706308883.664413,52.0
849067,1706308884.6655862,52.0
849416,1706308885.665663,52.0
849765,1706308886.665894,52.0
849921,1706308888.5623393,107.0
850171,1706308889.562873,52.0
850522,1706308890.5652704,52.0
850873,1706308891.5656211,52.0
851124,1706308892.5667355,53.0
851475,1706308893.5678136,52.0
851824,1706308894.5684416,52.0
851969,1706308896.446669,107.0
852211,1706308897.4484534,53.0
852560,1706308898.4505768,53.0
852909,1706308899.453029,53.0
853157,1706308900.4536648,53.0
853505,1706308901.454523,53.0
853852,1706308902.4562898,53.0
854017,1706308904.5700238,119.0
854367,1706308905.5725322,53.0
854718,1706308906.5745463,53.0
855000,1706308907.6660352,58.0
855351,1706308908.6675708,53.0
855701,1706308909.6678853,53.0
856000,1706308910.8033671,60.0
856065,1706308912.4143734,93.0
856400,1706308913.4156332,56.0
856737,1706308914.415633,55.0
857000,1706308915.510896,60.0
857324,1706308916.5129037,52.0
857648,1706308917.5147922,52.0
857972,1706308918.5162604,52.0
858113,1706308920.644969,119.0
858421,1706308921.6456487,52.0
858745,1706308922.6464374,53.0
859000,1706308923.651726,53.0
859354,1706308924.6527507,52.0
859708,1706308925.6539032,52.0
860000,1706308926.762409,58.0
860161,1706308928.8272002,118.0
860529,1706308929.8289635,56.0
860897,1706308930.829042,56.0
861164,1706308931.8300362,56.0
861531,1706308932.8302224,56.0
861900,1706308933.8323193,56.0
862170,1706308934.8339398,56.0
862209,1706308936.5584793,104.0
862561,1706308937.560166,53.0
862915,1706308938.5628767,52.0
863168,1706308939.5640497,52.0
863522,1706308940.56661,52.0
863876,1706308941.5684185,52.0
864129,1706308942.569279,52.0
864257,1706308944.5400198,110.0
864610,1706308945.5427706,52.0
864964,1706308946.5448332,52.0
865217,1706308947.5460558,53.0
865570,1706308948.5463433,52.0
865924,1706308949.54896,52.0
866178,1706308950.5514932,52.0
866305,1706308952.5215218,113.0
866671,1706308953.5225015,56.0
867000,1706308954.6929998,65.0
867367,1706308955.6935968,56.0
867729,1706308956.6942458,55.0
868000,1706308957.746218,55.0
868352,1706308958.7473032,52.0
868353,1706308960.3667893,92.0
868715,1706308961.3687508,56.0
869000,1706308962.4836524,49.0
869343,1706308963.4848278,41.0
869687,1706308964.4850156,41.0
870000,1706308965.6827977,49.0
870345,1706308966.685483,41.0
870401,1706308968.4502256,90.0
870751,1706308969.4513273,48.0
871002,1706308970.4519806,48.0
871353,1706308971.4538045,48.0
871703,1706308972.4553125,48.0
872000,1706308973.585258,54.0
872351,1706308974.5857034,48.0
872449,1706308976.470498,102.0
872801,1706308977.4725397,52.0
873054,1706308978.473771,52.0
873407,1706308979.4757729,52.0
873760,1706308980.4786193,52.0
874014,1706308981.481305,52.0
874365,1706308982.4825954,53.0
874497,1706308984.4170227,107.0
874850,1706308985.4197524,52.0
875103,1706308986.4218552,52.0
875455,1706308987.4243317,52.0
875806,1706308988.4255764,52.0
876059,1706308989.4274492,52.0
876412,1706308990.4293652,52.0
876545,1706308992.4241576,114.0
876893,1706308993.426407,54.0
877140,1706308994.4267983,52.0
877491,1706308995.428287,52.0
877841,1706308996.4289997,52.0
878091,1706308997.4308362,53.0
878442,1706308998.4334233,52.0
878593,1706309000.402992,110.0
878917,1706309001.405885,52.0
879141,1706309002.4074318,53.0
879466,1706309003.4090707,52.0
879791,1706309004.4115791,52.0
880018,1706309005.4136288,52.0
880343,1706309006.4154468,52.0
880641,1706309008.704045,128.0
880988,1706309009.7063868,59.0
881208,1706309010.706682,52.0
881532,1706309011.7068565,52.0
881855,1706309012.7089643,52.0
882080,1706309013.7109287,52.0
882405,1706309014.7135398,52.0
882689,1706309017.203532,138.0
883000,1706309018.388722,61.0
883349,1706309019.3889465,52.0
883699,1706309020.391721,52.0
884000,1706309021.5382066,59.0
884348,1706309022.5395057,52.0
884697,1706309023.5404146,52.0
884737,1706309025.0834284,91.0
885000,1706309026.2000425,58.0
885324,1706309027.2003973,52.0
885647,1706309028.2032754,52.0
885971,1706309029.20352,52.0
886197,1706309030.2043352,52.0
886521,1706309031.2055643,52.0
886785,1706309033.3927467,122.0
887005,1706309034.3929312,52.0
887330,1706309035.3947315,52.0
887655,1706309036.3965962,52.0
887976,1706309037.3972147,52.0
888200,1706309038.398703,52.0
888523,1706309039.3989182,52.0
888833,1706309041.8237271,135.0
889085,1706309042.8247192,52.0
889439,1706309043.8269267,52.0
889793,1706309044.8278694,52.0
890048,1706309045.8297286,52.0
890402,1706309046.8311155,52.0
890756,1706309047.8321655,52.0
890881,1706309049.8033211,110.0
891135,1706309050.805925,52.0
891489,1706309051.806164,52.0
891843,1706309052.8077266,52.0
892098,1706309053.8096294,52.0
892451,1706309054.8124208,52.0
892805,1706309055.8136947,52.0
892929,1706309057.7665105,109.0
893177,1706309058.7665856,52.0
893526,1706309059.767828,52.0
893876,1706309060.7705004,52.0
894125,1706309061.7709641,52.0
894474,1706309062.7734094,52.0
894824,1706309063.7755487,52.0
894977,1706309065.7282257,110.0
895198,1706309066.7289793,52.0
895520,1706309067.730536,52.0
895844,1706309068.7328687,52.0
896070,1706309069.7338567,52.0
896394,1706309070.7356775,52.0
896718,1706309071.7381043,52.0
897000,1706309072.9201021,62.0
897025,1706309074.407782,85.0
897364,1706309075.4106743,48.0
897706,1706309076.4105165,48.0
898000,1706309077.5692072,56.0
898342,1706309078.570595,48.0
898685,1706309079.572882,48.0
899000,1706309080.7898908,59.0
899073,1706309082.6280456,99.0
899419,1706309083.6298366,48.0
899766,1706309084.6316984,48.0
900013,1706309085.6326587,48.0
900360,1706309086.6330562,48.0
900707,1706309087.6343682,48.0
901000,1706309088.7731283,55.0
901121,1706309090.779494,106.0
901437,1706309091.7796383,41.0
901748,1706309092.7808387,41.0
902000,1706309093.8912864,45.0
902317,1706309094.8936048,41.0
902634,1706309095.8960881,41.0
902951,1706309096.8983095,41.0
903168,1706309097.9004102,41.0
903169,1706309099.283353,73.0
903509,1706309100.2843168,41.0
903850,1706309101.2868564,41.0
904091,1706309102.2887776,41.0
904432,1706309103.2904043,41.0
904773,1706309104.2917938,41.0
905014,1706309105.2920272,40.0
905217,1706309107.5058088,111.0
905567,1706309108.5077844,48.0
905918,1706309109.5094528,48.0
906170,1706309110.5113854,48.0
906521,1706309111.5118067,48.0
906870,1706309112.5119333,48.0
907121,1706309113.5129826,48.0
907265,1706309115.5327513,104.0
907614,1706309116.5344296,48.0
907964,1706309117.5361943,48.0
908212,1706309118.5388157,48.0
908560,1706309119.5387075,48.0
908910,1706309120.5397434,48.0
909160,1706309121.542737,48.0
909313,1706309123.5144675,107.0
909663,1706309124.5149605,52.0
910000,1706309125.7580726,65.0
910352,1706309126.7588418,52.0
910704,1706309127.7607505,52.0
911000,1706309128.88652,59.0
911352,1706309129.8881748,52.0
911361,1706309131.3838527,87.0
911690,1706309132.3861132,57.0
912000,1706309133.6513407,66.0
912325,1706309134.654383,52.0
912650,1706309135.656385,52.0
912975,1706309136.6585784,52.0
913201,1706309137.6605153,52.0
913409,1706309139.7877889,119.0
913730,1706309140.7904446,52.0
914000,1706309141.9315512,60.0
914321,1706309142.9326477,52.0
914645,1706309143.9334424,52.0
914970,1706309144.9362848,52.0
915196,1706309145.9368749,52.0
915457,1706309148.3255641,134.0
915781,1706309149.327648,52.0
916008,1706309150.330779,53.0
916332,1706309151.3309538,52.0
916657,1706309152.3339753,53.0
916980,1706309153.3348188,52.0
917206,1706309154.336629,52.0
917505,1706309156.9397185,147.0
917827,1706309157.9413922,52.0
918053,1706309158.9429731,52.0
918377,1706309159.9451199,52.0
918701,1706309160.9468064,52.0
919000,1706309162.1727574,64.0
919322,1706309163.1759188,53.0
919553,1706309165.2433379,115.0
919890,1706309166.2448652,53.0
920144,1706309167.2458742,52.0
920497,1706309168.2478364,53.0
920850,1706309169.247782,52.0
921104,1706309170.2497668,52.0
921456,1706309171.2500393,52.0
921601,1706309173.2712157,115.0
921953,1706309174.2739477,52.0
922205,1706309175.2739794,52.0
922557,1706309176.2743611,52.0
922909,1706309177.2748559,52.0
923162,1706309178.2762606,52.0
923515,1706309179.2788258,52.0
923649,1706309181.3534486,118.0
923969,1706309182.3538237,52.0
924191,1706309183.3561149,53.0
924515,1706309184.3573356,52.0
924839,1706309185.357737,52.0
925065,1706309186.3600264,53.0
925389,1706309187.3604004,52.0
925697,1706309190.1287296,160.0
926000,1706309191.3724113,65.0
926324,1706309192.3729544,53.0
926647,1706309193.3734245,52.0
926972,1706309194.3740668,52.0
927199,1706309195.375016,52.0
927524,1706309196.3760426,52.0
927745,1706309198.614629,129.0
928000,1706309199.7071455,57.0
928324,1706309200.708163,52.0
928649,1706309201.7108815,52.0
928973,1706309202.7132,53.0
929196,1706309203.714856,52.0
929521,1706309204.717491,52.0
929793,1706309206.9370222,125.0
930018,1706309207.939207,53.0
930342,1706309208.940949,53.0
930666,1706309209.9414163,52.0
930991,1706309210.9440355,52.0
931217,1706309211.9441535,52.0
931541,1706309212.9458086,53.0
931841,1706309215.2697306,130.0
932069,1706309216.2723641,55.0
932394,1706309217.2741652,52.0
932719,1706309218.2759228,53.0
933000,1706309219.4441082,61.0
933325,1706309220.446855,52.0
933650,1706309221.448795,52.0
933889,1706309223.673142,123.0
934110,1706309224.6755123,54.0
934434,1706309225.6759388,52.0
934758,1706309226.6763856,52.0
935000,1706309227.7278264,55.0
935324,1706309228.729438,52.0
935648,1706309229.7309878,52.0
935937,1706309232.0438905,129.0
936187,1706309233.0439906,53.0
936539,1706309234.0456514,52.0
936891,1706309235.0472038,52.0
937143,1706309236.0483553,52.0
937495,1706309237.050303,53.0
937847,1706309238.0529726,53.0
937985,1706309240.0082185,112.0
938210,1706309241.008939,52.0
938534,1706309242.0090284,52.0
938858,1706309243.0100634,53.0
939084,1706309244.0116513,53.0
939407,1706309245.0130453,53.0
939731,1706309246.0137599,52.0
940000,1706309247.1466303,59.0
940033,1706309248.6457672,86.0
940355,1706309249.647526,52.0
940679,1706309250.6478026,52.0
941000,1706309251.9425285,68.0
941324,1706309252.9452093,53.0
941648,1706309253.9455051,52.0
941973,1706309254.9483786,52.0
942081,1706309257.1390622,123.0
942430,1706309258.1416047,59.0
942779,1706309259.1424649,59.0
943015,1706309260.1437652,56.0
943339,1706309261.1443477,52.0
943663,1706309262.1456652,52.0
943987,1706309263.14658,52.0
944129,1706309265.4611638,129.0
944480,1706309266.4635346,52.0
944832,1706309267.4654417,52.0
945081,1706309268.4667351,52.0
945433,1706309269.469134,52.0
945785,1706309270.4719212,52.0
946038,1706309271.474703,52.0
946177,1706309273.487489,112.0
946531,1706309274.4894733,52.0
946885,1706309275.4900382,52.0
947139,1706309276.4900498,52.0
947493,1706309277.4922526,53.0
947846,1706309278.4943786,52.0
948100,1706309279.4957347,52.0
948225,1706309281.500904,112.0
948549,1706309282.5022113,53.0
948874,1706309283.5039043,52.0
949100,1706309284.503916,52.0
949425,1706309285.5062277,52.0
949750,1706309286.5076804,52.0
950000,1706309287.581279,56.0
950273,1706309289.8369708,128.0
950625,1706309290.8380723,52.0
950977,1706309291.8401065,52.0
951229,1706309292.841384,53.0
951582,1706309293.8422437,52.0
951935,1706309294.8439882,52.0
952188,1706309295.8449972,52.0
952321,1706309297.8099463,111.0
952672,1706309298.810611,59.0
953000,1706309300.0678935,72.0
953324,1706309301.0690942,52.0
953649,1706309302.0709987,52.0
953974,1706309303.0729036,52.0
954201,1706309304.0754902,52.0
954369,1706309306.3907146,133.0
954693,1706309307.391885,52.0
955000,1706309308.654279,66.0
955322,1706309309.6547973,52.0
955646,1706309310.6550207,52.0
955970,1706309311.655389,52.0
956195,1706309312.656949,52.0
956417,1706309314.778728,119.0
956740,1706309315.7789712,52.0
957000,1706309316.884904,58.0
957323,1706309317.8866374,52.0
957646,1706309318.8868444,52.0
957970,1706309319.8898623,52.0
958196,1706309320.8912413,52.0
958465,1706309323.1717842,127.0
958793,1706309324.1744974,55.0
959019,1706309325.1767738,52.0
959344,1706309326.1794684,52.0
959668,1706309327.1811314,52.0
959992,1706309328.1812022,52.0
960219,1706309329.1842144,52.0
960513,1706309331.5115244,129.0
960836,1706309332.5115707,52.0
961061,1706309333.5116172,52.0
961386,1706309334.5138078,52.0
961710,1706309335.5144446,52.0
962000,1706309336.711998,62.0
962324,1706309337.712732,52.0
962561,1706309339.817387,118.0
962889,1706309340.8198004,55.0
963115,1706309341.8216825,52.0
963439,1706309342.8223763,52.0
963763,1706309343.8243735,52.0
964000,1706309344.8581789,54.0
964325,1706309345.8607473,52.0
964609,1706309348.09353,125.0
964955,1706309349.0959496,59.0
965175,1706309350.0966372,52.0
965499,1706309351.0976074,52.0
965823,1706309352.0997221,52.0
966049,1706309353.102298,52.0
966374,1706309354.104256,52.0
966657,1706309356.3916945,127.0
967000,1706309357.651707,66.0
967352,1706309358.651896,52.0
967704,1706309359.6520061,52.0
968000,1706309360.7747116,59.0
968352,1706309361.7752993,52.0
968704,1706309362.7755377,53.0
968705,1706309364.3629777,91.0
969000,1706309365.5037966,60.0
969347,1706309366.5052202,52.0
969694,1706309367.5061648,52.0
970000,1706309368.676755,61.0
970347,1706309369.6790066,52.0
970693,1706309370.6816123,52.0
970753,1706309372.4470432,103.0
971000,1706309373.514607,56.0
971325,1706309374.516263,52.0
971650,1706309375.5190074,52.0
971975,1706309376.5220945,52.0
972201,1706309377.523967,52.0
972526,1706309378.5256615,52.0
972801,1706309380.8366692,130.0
973033,1706309381.8386095,56.0
973356,1706309382.8393433,52.0
973680,1706309383.8414505,52.0
974000,1706309385.1343565,68.0
974324,1706309386.13439,52.0
974648,1706309387.1362224,52.0
974849,1706309389.1127717,111.0
975078,1706309390.1130433,55.0
975399,1706309391.1136816,52.0
975723,1706309392.116175,52.0
976000,1706309393.2831807,61.0
976324,1706309394.283369,52.0
976648,1706309395.284182,52.0
976897,1706309397.4483335,121.0
977121,1706309398.4493613,52.0
977445,1706309399.4524152,52.0
977768,1706309400.4531794,52.0
978000,1706309401.4768405,54.0
978323,1706309402.4789336,53.0
978647,1706309403.479973,52.0
978945,1706309405.8722498,133.0
979167,1706309406.872329,53.0
979487,1706309407.8746257,52.0
979807,1706309408.8766088,52.0
980033,1706309409.8786516,52.0
980357,1706309410.878923,52.0
980681,1706309411.8818836,52.0
980993,1706309414.6449766,158.0
981245,1706309415.6465285,52.0
981599,1706309416.6481795,52.0
981952,1706309417.648273,52.0
982206,1706309418.649666,53.0
982560,1706309419.6519258,52.0
982914,1706309420.6537716,52.0
983041,1706309422.9403236,130.0
983366,1706309423.9428976,53.0
983691,1706309424.9432993,52.0
984000,1706309426.1976354,66.0
984325,1706309427.1991904,52.0
984650,1706309428.2011127,52.0
984975,1706309429.202071,52.0
985089,1706309431.21723,114.0
985439,1706309432.2197473,53.0
985791,1706309433.2217586,53.0
986041,1706309434.2245193,52.0
986390,1706309435.2251225,52.0
986742,1706309436.2273428,52.0
987000,1706309437.251173,54.0
987137,1706309439.2443116,112.0
987485,1706309440.2468765,52.0
987833,1706309441.2472682,52.0
988081,1706309442.2473214,52.0
988430,1706309443.249464,52.0
988779,1706309444.251653,52.0
989028,1706309445.2531028,52.0
989185,1706309447.3445876,115.0
989532,1706309448.3463647,52.0
989880,1706309449.348502,52.0
990128,1706309450.349204,52.0
990476,1706309451.3507636,52.0
990823,1706309452.3525987,52.0
991071,1706309453.3527849,52.0
991233,1706309455.4599621,119.0
991580,1706309456.4605174,52.0
991927,1706309457.4628751,53.0
992175,1706309458.4647815,53.0
992520,1706309459.4668841,53.0
992867,1706309460.4694328,53.0
993113,1706309461.472195,53.0
993281,1706309463.6013608,119.0
993627,1706309464.6013603,52.0
993974,1706309465.602823,52.0
994219,1706309466.6029453,52.0
994566,1706309467.6056538,52.0
994912,1706309468.6080365,52.0
995159,1706309469.6092134,52.0
995329,1706309471.7003396,117.0
995679,1706309472.7028244,53.0
996000,1706309473.9030776,63.0
996351,1706309474.9040697,52.0
996702,1706309475.9055305,52.0
997000,1706309477.0395474,59.0
997351,1706309478.0421855,52.0
997377,1706309479.8444748,103.0
997727,1706309480.8458178,52.0
998000,1706309481.9058278,56.0
998352,1706309482.9084694,53.0
998706,1706309483.909104,53.0
999000,1706309485.0212083,58.0
999355,1706309486.0236435,53.0
999425,1706309487.8305392,104.0
999773,1706309488.830854,53.0
1000023,1706309489.833405,53.0
1000373,1706309490.8351843,52.0
1000723,1706309491.8376236,53.0
1001000,1706309492.9175646,57.0
1001350,1706309493.9199517,52.0
